,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due
5786,5787,420879,596,YELM                    ,,THURSTON,,420879,,14519 GEORGE RD SE            ,YELM                    ,WA,                         ,985979519.0,"BURTON CROW,  ELIZABETH  MACLEOD",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151024.0,16605 106TH AVE SE  STE B     ,                         ,STICKY SCISSORS                              ,6.03551e+15,985978023.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5787,5788,420880,597,YELM                    ,,THURSTON,,420880,,14519 GEORGE RD SE            ,YELM                    ,WA,                         ,985979519.0,"BURTON CROW,  ELIZABETH  MACLEOD",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151024.0,10625 BALD HILL RD SE         ,                         ,STICKY SCISSORS                              ,6.03551e+15,985979592.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5788,5789,420882,362,LAKEWOOD                ,,PIERCE,,420882,,S AND K GREEN GOODS           ,LAKEWOOD                ,WA,12837 PACIFIC HWY SW     ,984991030.0,"MICHELSON,  KEN",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,12825 PACIFIC HWY SW STE C    ,S AND K GREEN GOODS      ,KEN MICHELSON                                ,6.01564e+15,984991030.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5789,5790,420883,531,REDMOND                 ,,KING,,420883,,16325 NE 44TH CT              ,REDMOND                 ,WA,                         ,980525403.0,NORTH AMERICAN TRADING CORPORATION,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,16325 NE 44TH CT              ,                         ,PUGET SOUND REMEDY                           ,6.01584e+15,980525403.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5790,5791,420884,520,ARLINGTON               ,,SNOHOMISH,,420884,,9757 NE JUANITA DR STE 120D   ,KIRKLAND                ,WA,                         ,980348966.0,PODWORKS CORP.,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,18520 67TH AVE NE             ,                         ,PODWORKS CORP.                               ,6.03184e+15,982238942.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5791,5792,420885,386,PUYALLUP                ,,PIERCE,,420885,,6204 112TH ST E               ,PUYALLUP                ,WA,                         ,983734317.0,L & M DIST. LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,6204 112TH ST E               ,                         ,L & M DIST. LLC                              ,6.03221e+15,983734317.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5792,5793,420886,414,TACOMA                  ,,PIERCE,,420886,,8001 S HOSMER ST STE B        ,TACOMA                  ,WA,                         ,984081017.0,LLJ MANAGEMENT LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,8001 S HOSMER ST STE C        ,                         ,LLJ MANAGEMENT LLC                           ,6.03267e+15,984081017.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5793,5794,420887,544,WENATCHEE               ,,CHELAN,,420887,,PO BOX 1696                   ,OKANOGAN                ,WA,                         ,988401696.0,"SAGE SHOP, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,929 N CHELAN AVE              ,                         ,"SAGE SHOP, LLC                               ",6.03358e+15,988011506.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5794,5795,420888,148,AUBURN                  ,,KING,,420888,,PO BOX 6023                   ,KENT                    ,WA,                         ,980646023.0,"O'ROURKE,  COLLEEN  JANE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,34049 MILITARY RD S           ,                         ,COLLEEN JANE O'ROURKE                        ,6.03363e+15,980019733.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5795,5796,420889,149,COVINGTON               ,,KING,,420889,,PO BOX 6023                   ,KENT                    ,WA,                         ,980646023.0,"O'ROURKE,  COLLEEN  JANE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,27623 COVINGTON WAY SE UNIT 2 ,                         ,COLLEEN JANE O'ROURKE                        ,6.03363e+15,980429137.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5796,5797,420890,601,VANCOUVER               ,,CLARK,,420890,,5264 NE 121ST AVE D19         ,VANCOUVER               ,WA,                         ,986822187.0,"HAMPTON,  SUMMER  ROSE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,5264 NE 121ST AVE D19 STE C   ,                         ,SUMMER ROSE HAMPTON                          ,6.0355e+15,986822187.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5797,5798,420894,547,EVERETT                 ,,SNOHOMISH,,420894,,19128 112TH AVE NE APT 2-636  ,BOTHELL                 ,WA,                         ,980110008.0,SATSENS,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,11323A HIGHWAY 99             ,                         ,SATSENS                                      ,6.03554e+15,982044816.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5798,5799,420895,461,VASHON                  ,,KING,,420895,,23717 160TH AVE SE            ,KENT                    ,WA,                         ,980423758.0,"HEAVY HAULERS DIGGIN' IT, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,17917 VASHON HWY SW           ,                         ,MR. NICE STORES                              ,6.01991e+15,980705204.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5799,5800,420896,262,SEATTLE                 ,,KING,,420896,,9819 16TH AVE SW              ,SEATTLE                 ,WA,                         ,981062830.0,"MOUL,  VIBADO",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,9819 16TH AVE SW              ,                         ,GREEN SEATTLE                                ,6.02961e+15,981062830.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5800,5801,420897,263,SEATTLE                 ,,KING,,420897,,12656 MARTIN LUTHER KING JR WA,SEATTLE                 ,WA,Y STE #B                 ,98178.0,"MOUL,  VIBADO",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,12656 MARTIN LUTHER KING JR WA,Y STE #B                 ,GREEN SEATTLE                                ,6.02961e+15,98178.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5801,5802,420898,277,SEATTLE                 ,,KING,,420898,,3107 EASTLAKE AVE E           ,SEATTLE                 ,WA,                         ,981023801.0,GREENHAND INC.,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,3107 EASTLAKE AVE E           ,                         ,GREENHAND INC.                               ,6.03219e+15,981023801.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5802,5803,420900,458,SEATTLE                 ,,KING,,420900,,919 N 98TH ST                 ,SEATTLE                 ,WA,                         ,981033211.0,MOTHERSHIP INNOVATIONS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,3301 1ST AVE S STE R          ,                         ,MOTHERSHIP INNOVATIONS LLC                   ,6.03482e+15,981341802.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5803,5804,420904,563,OLYMPIA                 ,,THURSTON,,420904,,12129 COUNTRYVIEW CT SW STE B ,OLYMPIA                 ,WA,                         ,985121086.0,SEBAUDY LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,12129 COUNTRYVIEW CT SW STE B ,                         ,SEBAUDY LLC                                  ,6.0355e+15,985121086.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5804,5805,420905,564,OLYMPIA                 ,,THURSTON,,420905,,12129 COUNTRYVIEW CT SW       ,OLYMPIA                 ,WA,                         ,985121086.0,SEBAUDY LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,12129 COUNTRYVIEW CT SW STE C ,                         ,SEBAUDY LLC                                  ,6.0355e+15,985121086.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5805,5806,420907,179,SEATTLE                 ,,KING,,420907,,12656 MARTIN LUTHER KING JR   ,SEATTLE                 ,WA,WAY S STE A              ,981783511.0,"MCDONIEL,  CHRIS",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,12656 MARTIN LUTHER KING JR   ,WAY S STE A              ,EMERALD CITY CRONICS                         ,6.0355e+15,981783511.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5806,5807,420908,180,SEATTLE                 ,,KING,,420908,,9823 15TH AVE SW              ,SEATTLE                 ,WA,                         ,981062847.0,"MCDONIEL,  CHRIS",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,9823 15TH AVE SW STE E        ,                         ,EMERALD CITY CRONICS                         ,6.0355e+15,981062847.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5807,5808,420909,181,SEATTLE                 ,,KING,,420909,,9835 16TH AVE SW              ,SEATTLE                 ,WA,                         ,981062873.0,"MCDONIEL,  CHRIS",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,9835 16TH AVE SW              ,                         ,EMERALD CITY CRONICS                         ,6.0355e+15,981062873.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5808,5809,420910,352,SEATTLE                 ,,KING,,420910,,1629 SUMMIT AVE APT 202       ,SEATTLE                 ,WA,                         ,981222340.0,JET CITY NW LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,1629 SUMMIT AVE APT 202       ,                         ,JET CITY                                     ,6.03551e+15,981222340.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5809,5810,420912,447,TUMWATER                ,,THURSTON,,420912,,199 Z ST SE                   ,TUMWATER                ,WA,                         ,985015551.0,"MEDIFLORA, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,200 W ST SE                   ,                         ,"MEDIFLORA, LLC                               ",6.03552e+15,985015200.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5810,5811,420913,296,FALL CITY               ,,KING,,420913,,28918 SE 45TH ST              ,FALL CITY               ,WA,                         ,980246904.0,HAPPY ROB'S LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,28918 SE 45TH ST              ,                         ,HAPPY ROB'S LLC                              ,6.03552e+15,980246904.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5811,5812,420914,295,SEATTLE                 ,,KING,,420914,,2121 TERRY AVE #1403          ,SEATTLE                 ,WA,                         ,981212719.0,HAPPY JON'S LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,2121 TERRY AVE #1403          ,                         ,HAPPY JON'S LLC                              ,6.03553e+15,98121.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5812,5813,420915,469,TACOMA                  ,,PIERCE,,420915,,2309 TACOMA AVE S             ,TACOMA                  ,WA,                         ,98402.0,NATURAL CARE LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,2309 TACOMA AVE S             ,                         ,NATURAL CARE                                 ,6.03553e+15,98402.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5813,5814,420917,536,SEATTLE                 ,,KING,,420917,,2617 44TH AVE SW              ,SEATTLE                 ,WA,                         ,981162449.0,RAT CITY LEGENDS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,9614 16TH AVE SW  STE B       ,                         ,RAT CITY LEGENDS                             ,6.03554e+15,981062827.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5814,5815,420918,304,SEATTLE                 ,,KING,,420918,,7018 TACOMA MALL BLVD STE 201 ,TACOMA                  ,WA,                         ,984096641.0,"YOUN,  JUNG",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,13758 LAKE CITY WAY NE        ,                         ,HCA COLLECTIVE                               ,6.03554e+15,981253699.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5815,5816,420919,685,SEATTLE                 ,,KING,,420919,,7459 S 128TH ST               ,SEATTLE                 ,WA,                         ,981784347.0,TK VENTURES,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,7459 S 128TH ST               ,                         ,TK VENTURES                                  ,6.03554e+15,981784347.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5816,5817,420920,681,AUBURN                  ,,KING,,420920,,PO BOX 6023                   ,KENT                    ,WA,                         ,980646023.0,"OROURKE,  THOMAS",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151028.0,34049 MILITARY RD S STE B     ,                         ,THOMAS OROURKE                               ,6.02746e+15,980019733.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5817,5818,420922,152,SPOKANE                 ,,SPOKANE,,420922,,2917 E NEBRASKA AVE           ,SPOKANE                 ,WA,                         ,992082318.0,"COOK,  NATHANIEL  PATRICK",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151028.0,2917 E NEBRASKA AVE           ,                         ,COMPLETELY CHRONIC                           ,6.03284e+15,992082318.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5818,5819,420923,160,SEATTLE                 ,,KING,,420923,,12059 AURORA AVE N            ,SEATTLE                 ,WA,                         ,981338249.0,D2 INVESTMENTS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151028.0,8512 AURORA AVE N             ,                         ,D2 INVESTMENTS LLC                           ,6.03358e+15,981033912.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5819,5820,420924,370,TACOMA                  ,,PIERCE,,420924,,3225 N 19TH ST                ,TACOMA                  ,WA,                         ,984066004.0,"MCDIVITT,  PETER",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151028.0,4006 PACIFIC AVE STE B        ,                         ,KINGS LANDING                                ,6.0336e+15,984187830.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5820,5821,420925,170,VANCOUVER               ,,CLARK,,420925,,13706 SE EASTRIDGE DR APT 9   ,VANCOUVER               ,WA,                         ,986834715.0,DJC VENTURES,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151028.0,13706 SE EASTRIDGE DR APT 9   ,                         ,DJC VENTURES LLC                             ,6.03555e+15,986834715.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5821,5822,420926,462,SEATTLE                 ,,KING,,420926,,23717 160TH AVE SE            ,KENT                    ,WA,                         ,980423758.0,"HEAVY HAULERS DIGGIN' IT, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,12914 MLK JR WAY S  STE 150   ,                         ,MR.NICE STORES                               ,6.01991e+15,98178.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5822,5823,420928,492,SEATTLE                 ,,KING,,420928,,9640 16TH AVE SW              ,SEATTLE                 ,WA,                         ,981062827.0,ALTAI MOUNTAIN ORGANICS,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151027.0,9640 16TH AVE SW STE B        ,                         ,NW CANNABIS MARKET                           ,6.03105e+15,981062827.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5823,5824,420933,57,CAMAS                   ,,CLARK,,420933,,8711 NE 97TH CT               ,VANCOUVER               ,WA,                         ,986624228.0,"DU,  BAU",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1006 SE 199TH AVE STE M       ,                         ,BAU DU                                       ,6.01528e+15,986079812.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5824,5825,420934,640,EAST WENATCHEE          ,,DOUGLAS,,420934,,PO BOX 1175                   ,WENATCHEE               ,WA,                         ,988071175.0,"THE HAPPY CROP SHOPPE, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151017.0,50 ROCK ISLAND RD STE B       ,                         ,"THE HAPPY CROP SHOPPE, LLC                   ",6.0334e+15,988025352.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5825,5826,420938,307,TACOMA                  ,,PIERCE,,420938,,1531 S OAKES ST               ,TACOMA                  ,WA,                         ,984052617.0,"COSTIGAN,  HEATHER",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,1637 E 72ND ST                ,                         ,HEATHER COSTIGAN                             ,6.03446e+15,984045402.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5826,5827,420939,588,EDMONDS                 ,,SNOHOMISH,,420939,,645 CLARK RD                  ,SEQUIM                  ,WA,                         ,983828063.0,SPARKET CORP,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,120 W DAYTON ST               ,                         ,SPARKET R&R                                  ,6.03357e+15,980207217.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5827,5828,420940,551,QUILCENE                ,,JEFFERSON,,420940,,PO BOX 580                    ,QUILCENE                ,WA,                         ,983760580.0,"SEA CHANGE, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,61 MAPLE GROVE RD  STE B      ,                         ,SEA CHANGE CANNABIS                          ,6.03353e+15,983768672.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5828,5829,420941,589,SPOKANE                 ,,SPOKANE,,420941,,118 E MISSION AVE             ,SPOKANE                 ,WA,                         ,992021817.0,"MCCREA,  DARREN  JAMES",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,118 E MISSION AVE             ,                         ,SPOCANNABIS                                  ,6.02001e+15,992021817.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5829,5830,420944,7,SNOHOMISH               ,,SNOHOMISH,,420944,,2801 BICKFORD AVE # 103-144   ,SNOHOMISH               ,WA,                         ,982901734.0,GREEN COAST ELECTRIC LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,6823 151ST AVE SE             ,                         ,4-TWENTY                                     ,6.03134e+15,982906148.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5830,5831,420945,616,LONG BEACH              ,,PACIFIC,,420945,,PO BOX 1447                   ,LONG BEACH              ,WA,                         ,986311447.0,"THE B. FIT PREVENTIVE CARE CLINIC, P.L.L.C.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,1715B PACIFIC AVE N           ,                         ,THE B. FIT CLINIC                            ,6.03167e+15,986313604.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5831,5832,420948,208,SEATTLE                 ,,KING,,420948,,126 SW 148TH ST STE C100 # 426,BURIEN                  ,WA,                         ,981661984.0,FINELINE INTERNATIONAL LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,8601 14TH AVE S STE B         ,                         ,FINELINE INTERNATIONAL LLC                   ,6.03355e+15,981084806.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5832,5833,420949,21,TACOMA                  ,,PIERCE,,420949,,8223 PACIFIC HIGHWAY SO.      ,TACOMA                  ,WA,                         ,984080000.0,"INGRAM,  ADAM",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,8223 PACIFIC HIGHWAY SO.      ,                         ,ADAM INGRAM                                  ,6.03408e+15,984080000.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5833,5834,420950,629,LYNDEN                  ,,WHATCOM,,420950,,866 BIRCH BAY LYNDEN RD       ,LYNDEN                  ,WA,                         ,982649488.0,THE GREEN CLOUD COLLECTIVE,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,866 BIRCH BAY LYNDEN RD       ,                         ,THE GREEN CLOUD COLLECTIVE                   ,6.03411e+15,982649488.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5834,5835,420953,292,SPANAWAY                ,,PIERCE,,420953,,14341 HERBERT LN SE           ,YELM                    ,WA,                         ,985977204.0,HAPPY FLOWER LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,17024 PACIFIC AVE S STE A     ,                         ,HAPPY FLOWER                                 ,6.03551e+15,983874940.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5835,5836,420956,546,SPOKANE                 ,,SPOKANE,,420956,,PO BOX 30369                  ,SPOKANE                 ,WA,                         ,992233006.0,RUBBER SOUL LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,3003 E 30TH                   ,                         ,SATORI                                       ,6.03551e+15,99223.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5836,5837,420958,90,SEATTLE                 ,,KING,,420958,,2728 3RD AVE S                ,SEATTLE                 ,WA,                         ,981341909.0,"C&C EXPRESS, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,2728 3RD AVE S                ,                         ,C&C EXPRESS                                  ,6.03553e+15,981341909.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5837,5838,420959,408,SEATTLE                 ,,KING,,420959,,711 E DENNY WAY UNIT 101      ,SEATTLE                 ,WA,                         ,981222200.0,"LINNAEUS VENTURES, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,711 E DENNY WAY UNIT 101      ,                         ,"LINNAEUS VENTURES, LLC                       ",6.03553e+15,981222200.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5838,5839,420960,129,RICHLAND                ,,BENTON,,420960,,1417 KIMBALL AVE              ,RICHLAND                ,WA,                         ,993542920.0,CBC VENTURES,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,1417 KIMBALL AVE              ,                         ,CBC VENTURES                                 ,6.03555e+15,993542920.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5839,5840,420961,245,SPOKANE                 ,,SPOKANE,,420961,,3210 E 44TH AVE APT B205      ,SPOKANE                 ,WA,                         ,992237736.0,GREEN HABESHA,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,3210 E 44TH AVE APT B205      ,                         ,GREEN HABESHA                                ,6.03555e+15,992237736.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5840,5841,420967,50,                        ,,,,420967,,29706 33RD AVE S              ,AUBURN                  ,WA,                         ,980011471.0,TSANG INVESTMENT LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,  ,,20151029.0,                              ,                         ,ARIA'S                                       ,6.03553e+15,,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5841,5842,420969,213,SHORELINE               ,,,,420969,,321 NW RICHMOND BEACH RD APT  ,SHORELINE               ,WA,101,981773139.0,"AYEGBA,  ALEX  ONOJA",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,UNKNOWN                       ,                         ,FOREVER GREEN CANNABIS                       ,6.03555e+15,981770000.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5842,5843,420970,319,SEATTLE                 ,,KING,,420970,,291 11TH ST NE                ,EAST WENATCHEE          ,WA,                         ,988024352.0,"VAN REENEN,  AARON  ADAM",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151024.0,PARCEL # 6911700050           ,                         ,HIGH D AWAY                                  ,6.03554e+15,98126.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5843,5844,420972,101,BREMERTON               ,,KITSAP,,420972,,302 N WYCOFF AVE              ,BREMERTON               ,WA,                         ,983124015.0,"CANNA-BEST,LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151013.0,UNKNOWN                       ,                         ,"CANNA-BEST, LLC                              ",6.0355e+15,98312.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5844,5845,420974,318,AUBURN                  ,,,,420974,,NOT YET KNOWN                 ,AUBURN                  ,WA,                         ,98001.0,"PEARSON,  CIERRA  GENEVIEVE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,UNKNOWN                       ,                         ,HERBVANA                                     ,6.03549e+15,98001.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5845,5846,420975,326,SPOKANE                 ,,,,420975,,1822 EAST 33RD AVE            ,SPOKANE                 ,WA,                         ,99203.0,"HIGH ROOTS, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151022.0,UNKNOWN                       ,                         ,"HIGH ROOTS, LLC                              ",6.03551e+15,992030000.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5846,5847,420976,58,CAMAS                   ,,CLARK,,420976,,8711 NE 97TH CT               ,VANCOUVER               ,WA,                         ,986624228.0,"DU,  BAU",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,1006 SE 199TH AVE STE N       ,                         ,BAU DU                                       ,6.01528e+15,986079812.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5847,5848,420977,24,SEATTLE                 ,,KING,,420977,,9451 35TH AVE SW STE 100      ,SEATTLE                 ,WA,                         ,981264041.0,ADVANTOUCH INC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,1901 RAINIER AVE S            ,                         ,ADVANTOUCH INC                               ,6.02269e+15,981444605.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
