,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due,age,months_old
4067,4068,416324,1035,GOLD BAR                ,SEATTLE                 ,SNOHOMISH,20131224.0,416324,                         ,PO BOX 94651                  ,,,,,CASCADIA CANNABIS COMPANY,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,416810 415TH AVE SE           ,SUITE 7                  ,CASCADIA CANNABIS COMPANY                    ,6.03464e+15,982510000.0,981240000.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4068,4069,416325,1188,DEMING                  ,BELLINGHAM              ,WHATCOM,20131224.0,416325,                         ,2950 NEWMARKET ST STE 101 #185,,,,,"SALMON SPREAD, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3920 VALLEY HWY               ,                         ,ALPHA PRODUCE GROUP                          ,6.03346e+15,982449215.0,982253872.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4069,4070,416326,1622,SEATTLE                 ,BELLEVUE                ,KING,20131224.0,416326,#379                     ,4957 LAKEMONT BLVD STE C-4    ,,,,,"ELEMENT, INC.",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,5913 4TH AVE S                ,                         ,ELEMENT                                      ,6.03346e+15,981083209.0,980067801.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4070,4071,416326,1184,SEATTLE                 ,BELLEVUE                ,KING,20131224.0,416326,#379                     ,4957 LAKEMONT BLVD STE C-4    ,,,,,"ELEMENT, INC.",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,5913 4TH AVE S                ,                         ,ELEMENT                                      ,6.03346e+15,981083209.0,980067801.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4071,4072,416327,1623,SEATTLE                 ,BELLEVUE                ,KING,20131224.0,416327,#379                     ,4957 LAKEMONT BLVD SE STE C4  ,,,,,"ELEMENT, INC.",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7510 5TH AVE S                ,                         ,ELEMENT                                      ,6.03346e+15,981084114.0,980067801.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4072,4073,416328,1160,MABTON                  ,BELLEVUE                ,YAKIMA,20131224.0,416328,                         ,10708 MAIN ST #320            ,,,,,AGRO TECHNIC LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,NORTHWEST HORTICULTURE 951 ALL,951 ALLISON RD STE B     ,AGRO TECHNIC                                 ,6.0335e+15,989359482.0,980045552.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4073,4074,416329,1161,MABTON                  ,BELLEVUE                ,YAKIMA,20131224.0,416329,                         ,10708 MAIN ST STE #320        ,,,,,AGRO TECHNIC LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,NORTHWEST HORTICULTURE        ,951 ALLISON RD STE C     ,AGRO TECHNIC                                 ,6.0335e+15,989359482.0,980045552.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4074,4075,416330,1176,MOXEE                   ,TOLEDO                  ,YAKIMA,20131224.0,416330,                         ,561 EVANS RD                  ,,,,,ALL GREEN FARMS INC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7800 POSTMA RD #7             ,STE #7                   ,ALL GREEN FARMS                              ,6.0335e+15,989360000.0,985919515.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4075,4076,416330,848,MOXEE                   ,TOLEDO                  ,YAKIMA,20131224.0,416330,                         ,561 EVANS RD                  ,,,,,ALL GREEN FARMS INC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7800 POSTMA RD #7             ,STE #7                   ,ALL GREEN FARMS                              ,6.0335e+15,989360000.0,985919515.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4076,4077,416333,1112,FERNDALE                ,SNOHOMISH               ,WHATCOM,20131224.0,416333,                         ,1429 AVENUE D #163            ,,,,,DAB LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6995 KICKERVILLE ROAD         ,                         ,DAB NW                                       ,6.0335e+15,982480000.0,982901742.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4077,4078,416333,1529,FERNDALE                ,SNOHOMISH               ,WHATCOM,20131224.0,416333,                         ,1429 AVENUE D #163            ,,,,,DAB LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6995 KICKERVILLE ROAD         ,                         ,DAB NW                                       ,6.0335e+15,982480000.0,982901742.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4078,4079,416334,1214,POULSBO                 ,BAINBRIDGE ISLAND       ,KITSAP,20150327.0,416334,                         ,266 ERICKSEN AVE NE           ,,,,,TELOS3 LLC,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,22277 STOTTLEMEYER RD NE      ,                         ,ETHOS EXTRACTS                               ,6.03352e+15,983708957.0,981101856.0,0,1,0,0,416334.0,465093,0.0,0.0,0,False,13.04999266,#NAME?,10.1666666667,10.1666666667
4079,4080,416334,1659,POULSBO                 ,BAINBRIDGE ISLAND       ,KITSAP,20150327.0,416334,                         ,266 ERICKSEN AVE NE           ,,,,,TELOS3 LLC,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,22277 STOTTLEMEYER RD NE      ,                         ,ETHOS EXTRACTS                               ,6.03352e+15,983708957.0,981101856.0,0,0,1,0,416334.0,465093,0.0,0.0,0,False,13.04999266,#NAME?,10.1666666667,10.1666666667
4080,4081,416335,866,BAINBRIDGE ISLAND       ,BAINBRIDGE ISLAND       ,KITSAP,20131224.0,416335,                         ,266 ERICKSEN AVE NE           ,,,,,TELOS3 LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,266 ERICKSEN AVE NE STE B     ,                         ,TELOS3                                       ,6.03352e+15,981101856.0,981101856.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4081,4082,416336,1362,DEER PARK               ,TACOMA                  ,SPOKANE,20131224.0,416336,                         ,PO BOX 346                    ,,,,,"C&C OPERATIONS, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,26911 NORTH MONROE ROAD       ,                         ,C&C OPERATIONS                               ,6.03352e+15,990068705.0,984010000.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4082,4083,416336,975,DEER PARK               ,TACOMA                  ,SPOKANE,20131224.0,416336,                         ,PO BOX 346                    ,,,,,"C&C OPERATIONS, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,26911 NORTH MONROE ROAD       ,                         ,C&C OPERATIONS                               ,6.03352e+15,990068705.0,984010000.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4083,4084,416337,780,TACOMA                  ,SEATTLE                 ,PIERCE,20131224.0,416337,                         ,1122 E PIKE ST PMB 697        ,,,,,"SPINNING HEADS, INC.",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,420 E 18TH ST                 ,                         ,SPINNING HEADS                               ,6.03352e+15,984211507.0,981223916.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4084,4085,416339,1554,TACOMA                  ,SEATTLE                 ,PIERCE,20150713.0,416339,                         ,3015 27TH AVE W               ,,,,,DENDRITIC PRODUCTIONS LLC,MARIJUANA PRODUCER TIER 1          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,1209 ST PAUL ST BLDG 1        ,                         ,DENDRITIC PRODUCTIONS                        ,6.03353e+15,984212407.0,981992828.0,0,0,1,0,416339.0,5706,0.0,0.0,0,False,8.649273532,#NAME?,6.56666666667,6.56666666667
4085,4086,416339,1133,TACOMA                  ,SEATTLE                 ,PIERCE,20150713.0,416339,                         ,3015 27TH AVE W               ,,,,,DENDRITIC PRODUCTIONS LLC,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,1209 ST PAUL ST BLDG 1        ,                         ,DENDRITIC PRODUCTIONS                        ,6.03353e+15,984212407.0,981992828.0,0,1,0,0,416339.0,5706,0.0,0.0,0,False,8.649273532,#NAME?,6.56666666667,6.56666666667
4086,4087,416340,15,OLYMPIA                 ,OLYMPIA                 ,THURSTON,20131224.0,416340,                         ,2103 HARRISON AVE NW STE 2335 ,,,,,47 DEGREES NORTH LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,10327 TILLEY RD S POD 1-A     ,                         ,47 DEGREES NORTH                             ,6.03353e+15,985120000.0,985022636.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4087,4088,416340,15,OLYMPIA                 ,OLYMPIA                 ,THURSTON,20131224.0,416340,                         ,2103 HARRISON AVE NW STE 2335 ,,,,,47 DEGREES NORTH LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,10327 TILLEY RD S POD 1-A     ,                         ,47 DEGREES NORTH                             ,6.03353e+15,985120000.0,985022636.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4088,4089,416341,1257,WOODINVILLE             ,SEATTLE                 ,KING,20131224.0,416341,BOX #281                 ,1700 17TH AVE APT 116         ,,,,,"BAKKHOS HOLDING, LLC",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7532 WEST BOATIAN RD LOT 1    ,                         ,BAKKHOS HOLDING                              ,6.03353e+15,980720000.0,981222701.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4089,4090,416341,901,WOODINVILLE             ,SEATTLE                 ,KING,20131224.0,416341,BOX #281                 ,1700 17TH AVE APT 116         ,,,,,"BAKKHOS HOLDING, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7532 WEST BOATIAN RD LOT 1    ,                         ,BAKKHOS HOLDING                              ,6.03353e+15,980720000.0,981222701.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
4090,4091,416348,1378,MONROE                  ,MONROE                  ,SNOHOMISH,20131225.0,416348,                         ,35308 BEN HOWARD RD           ,,,,,"STANAVIGE,  JAMES  BRIAN",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,25308 BEN HOWARD RD STE B     ,                         ,CANNA OF EDEN                                ,6.03265e+15,982720000.0,982720000.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4091,4092,416348,991,MONROE                  ,MONROE                  ,SNOHOMISH,20131225.0,416348,                         ,35308 BEN HOWARD RD           ,,,,,"STANAVIGE,  JAMES  BRIAN",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,25308 BEN HOWARD RD STE B     ,                         ,CANNA OF EDEN                                ,6.03265e+15,982720000.0,982720000.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4092,4093,416350,254,SPOKANE                 ,SPOKANE VALLEY          ,SPOKANE,20131225.0,416350,                         ,5908 E BROADWAY               ,,,,,"PARK,  WALAYA  PRASERT",MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2307 E SPRAGUE AVE            ,                         ,MAX GREEN                                    ,6.03278e+15,992023932.0,992120000.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4093,4094,416350,190,SPOKANE                 ,SPOKANE VALLEY          ,SPOKANE,20131225.0,416350,                         ,5908 E BROADWAY               ,,,,,"PARK,  WALAYA  PRASERT",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2307 E SPRAGUE AVE            ,                         ,MAX GREEN                                    ,6.03278e+15,992023932.0,992120000.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4094,4095,416353,1264,WENATCHEE               ,SEATTLE                 ,CHELAN,20131225.0,416353,                         ,2442 NW MARKET ST #77         ,,,,,BE KIND BUDS LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2698 METHOW ST                ,STE A                    ,BE KIND BUDS                                 ,6.03299e+15,988010000.0,981074137.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4095,4096,416353,906,WENATCHEE               ,SEATTLE                 ,CHELAN,20131225.0,416353,                         ,2442 NW MARKET ST #77         ,,,,,BE KIND BUDS LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2698 METHOW ST                ,STE A                    ,BE KIND BUDS                                 ,6.03299e+15,988010000.0,981074137.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4096,4097,416354,1485,CHATTAROY               ,SPOKANE                 ,SPOKANE,20131225.0,416354,                         ,PO BOX 48522                  ,,,,,CONNECTIONS ASSOCIATES INC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,35912 N WALDRENS LANE         ,                         ,CONNECTIONS ASSOCIATES                       ,6.03316e+15,990037788.0,992081522.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4097,4098,416354,1083,CHATTAROY               ,SPOKANE                 ,SPOKANE,20131225.0,416354,                         ,PO BOX 48522                  ,,,,,CONNECTIONS ASSOCIATES INC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,35912 N WALDRENS LANE         ,                         ,CONNECTIONS ASSOCIATES                       ,6.03316e+15,990037788.0,992081522.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4098,4099,416355,1881,BENTON CITY             ,BENTON CITY             ,BENTON,20131225.0,416355,                         ,PO BOX 550                    ,,,,,"GREEN POINT, LLC",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,32508 W KELLY RD STE B        ,                         ,GREEN POINT                                  ,6.03319e+15,993207616.0,993200550.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4099,4100,416355,1378,BENTON CITY             ,BENTON CITY             ,BENTON,20131225.0,416355,                         ,PO BOX 550                    ,,,,,"GREEN POINT, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,32508 W KELLY RD STE B        ,                         ,GREEN POINT                                  ,6.03319e+15,993207616.0,993200550.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4100,4101,416356,19,MATTAWA                 ,SILVERDALE              ,GRANT,20131225.0,416356,SUITE A                  ,8405 SILVERDALE WAY NW        ,,,,,"DK SUNN FJORD HOLDINGS, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,26713 SW ROAD U               ,#B                       ,A NEW LEAF                                   ,6.03322e+15,993490000.0,983838508.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4101,4102,416356,21,MATTAWA                 ,SILVERDALE              ,GRANT,20131225.0,416356,SUITE A                  ,8405 SILVERDALE WAY NW        ,,,,,"DK SUNN FJORD HOLDINGS, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,26713 SW ROAD U               ,#B                       ,A NEW LEAF                                   ,6.03322e+15,993490000.0,983838508.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4102,4103,416357,1422,SHELTON                 ,SHELTON                 ,MASON,20131225.0,416357,                         ,6671 W SHELTON MATLOCK RD     ,,,,,"CASCADE CROPS, LLC",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3160 E JOHNS PRAIRIE RD       ,                         ,CASCADE CROPS                                ,6.03323e+15,985848208.0,985848914.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4103,4104,416357,1028,SHELTON                 ,SHELTON                 ,MASON,20131225.0,416357,                         ,6671 W SHELTON MATLOCK RD     ,,,,,"CASCADE CROPS, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3160 E JOHNS PRAIRIE RD       ,                         ,CASCADE CROPS                                ,6.03323e+15,985848208.0,985848914.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4104,4105,416358,1423,SHELTON                 ,SHELTON                 ,MASON,20131225.0,416358,                         ,6671 W SHELTON MATLOCK RD     ,,,,,"CASCADE CROPS, LLC",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3160 E JOHNS PRAIRIE RD UNIT B,                         ,CASCADE CROPS                                ,6.03323e+15,985848208.0,985848914.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4105,4106,416358,1029,SHELTON                 ,SHELTON                 ,MASON,20131225.0,416358,                         ,6671 W SHELTON MATLOCK RD     ,,,,,"CASCADE CROPS, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3160 E JOHNS PRAIRIE RD UNIT B,                         ,CASCADE CROPS                                ,6.03323e+15,985848208.0,985848914.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4106,4107,416359,1012,RIVERSIDE               ,RIVERSIDE               ,OKANOGAN,20131225.0,416359,                         ,PO BOX 57                     ,,,,,CANNASOL FARMS INCORPORATED,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,99 GREENACRES RD LOT D        ,                         ,CANNASOL FARMS INCORPORATED                  ,6.03324e+15,988499625.0,988490057.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4107,4108,416359,1399,RIVERSIDE               ,RIVERSIDE               ,OKANOGAN,20131225.0,416359,                         ,PO BOX 57                     ,,,,,CANNASOL FARMS INCORPORATED,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,99 GREENACRES RD LOT D        ,                         ,CANNASOL FARMS INCORPORATED                  ,6.03324e+15,988499625.0,988490057.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4108,4109,416360,1080,GRAND MOUND             ,OLYMPIA                 ,THURSTON,20131225.0,416360,STE 104                  ,2210 BLACK LAKE BLVD SW       ,,,,,COMPLETE PROPERTY MANAGEMENT LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6292 196TH AVE SW             ,                         ,COMPLETE PROPERTY MANAGEMENT                 ,6.03326e+15,985790000.0,985125604.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4109,4110,416360,1482,GRAND MOUND             ,OLYMPIA                 ,THURSTON,20131225.0,416360,STE 104                  ,2210 BLACK LAKE BLVD SW       ,,,,,COMPLETE PROPERTY MANAGEMENT LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6292 196TH AVE SW             ,                         ,COMPLETE PROPERTY MANAGEMENT                 ,6.03326e+15,985790000.0,985125604.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4110,4111,416361,1483,MOSSYROCK               ,OLYMPIA                 ,LEWIS,20131225.0,416361,STE 104                  ,2210 BLACK LAKE BLVD SW       ,,,,,COMPLETE PROPERTY MANAGEMENT LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,281 JARVIS RD STE 200         ,                         ,COMPLETE PROPERTY MANAGEMENT                 ,6.03326e+15,985649514.0,985125604.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4111,4112,416361,1081,MOSSYROCK               ,OLYMPIA                 ,LEWIS,20131225.0,416361,STE 104                  ,2210 BLACK LAKE BLVD SW       ,,,,,COMPLETE PROPERTY MANAGEMENT LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,281 JARVIS RD STE 200         ,                         ,COMPLETE PROPERTY MANAGEMENT                 ,6.03326e+15,985649514.0,985125604.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4112,4113,416362,1484,MOSSYROCK               ,OLYMPIA                 ,LEWIS,20131225.0,416362,STE 104                  ,2210 BLACK LAKE BLVD SW       ,,,,,COMPLETE PROPERTY MANAGEMENT LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,281 JARVIS RD STE 300         ,                         ,COMPLETE PROPERTY MANAGEMENT                 ,6.03326e+15,985649514.0,985125604.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4113,4114,416362,1082,MOSSYROCK               ,OLYMPIA                 ,LEWIS,20131225.0,416362,STE 104                  ,2210 BLACK LAKE BLVD SW       ,,,,,COMPLETE PROPERTY MANAGEMENT LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,281 JARVIS RD STE 300         ,                         ,COMPLETE PROPERTY MANAGEMENT                 ,6.03326e+15,985649514.0,985125604.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4114,4115,416364,1833,ELMA                    ,ELMA                    ,GRAYS HARBOR,20131225.0,416364,                         ,186 E SATSOP RD               ,,,,,GRAYS HARBOR GREEN NURSERY LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,186 E SATSOP RD # C           ,                         ,GRAYS HARBOR GREEN NURSERY                   ,6.0333e+15,985419538.0,985419538.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4115,4116,416365,370,SHELTON                 ,LONGBRANCH              ,MASON,20131225.0,416365,                         ,17906 58TH STREET COURT KP S  ,,,,,"DOBROVOLSKY,  RACHEL  ALEXANDRA",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,50 W WESTFIELD COURT          ,                         ,NO BAD DAYS RANCH                            ,6.03331e+15,985840000.0,983518219.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4116,4117,416366,1179,TOKELAND                ,KIRKLAND                ,PACIFIC,20131225.0,416366,                         ,19217 36TH AVE W #205         ,,,,,ECO VENTURES LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2500 TOKELAND RD LOT 2        ,                         ,ECO VENTURES                                 ,6.03334e+15,985909730.0,980365751.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4117,4118,416366,1612,TOKELAND                ,KIRKLAND                ,PACIFIC,20131225.0,416366,                         ,19217 36TH AVE W #205         ,,,,,ECO VENTURES LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2500 TOKELAND RD LOT 2        ,                         ,ECO VENTURES                                 ,6.03334e+15,985909730.0,980365751.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4118,4119,416367,1163,SEQUIM                  ,SEQUIM                  ,CLALLAM,20131225.0,416367,                         ,PO BOX 3462                   ,,,,,DREAM CITY LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,191 W MAPLE ST                ,                         ,DREAM CITY                                   ,6.03334e+15,983823774.0,983825030.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4119,4120,416370,1479,SEATTLE                 ,SACRAMENTO              ,KING,20131225.0,416370,                         ,1500 W EL CAMINO AVE #628     ,,,,,"COLUMBIA RED, LLC",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,CA,,9802 MARTIN LUTHER KING J S   ,                         ,COLUMBIA RED                                 ,6.03339e+15,981185634.0,958331945.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4120,4121,416370,1078,SEATTLE                 ,SACRAMENTO              ,KING,20131225.0,416370,                         ,1500 W EL CAMINO AVE #628     ,,,,,"COLUMBIA RED, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,CA,,9802 MARTIN LUTHER KING J S   ,                         ,COLUMBIA RED                                 ,6.03339e+15,981185634.0,958331945.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4121,4122,416371,709,PULLMAN                 ,BELLEVUE                ,WHITMAN,20131225.0,416371,                         ,1715 114TH AVE SE SUITE 212   ,,,,,SEATTLE SOUND LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1902 ORVILLE BOYD RD          ,                         ,SEATTLE SOUND                                ,6.03344e+15,991630000.0,98004.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4122,4123,416371,508,PULLMAN                 ,BELLEVUE                ,WHITMAN,20131225.0,416371,                         ,1715 114TH AVE SE SUITE 212   ,,,,,SEATTLE SOUND LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1902 ORVILLE BOYD RD          ,                         ,SEATTLE SOUND                                ,6.03344e+15,991630000.0,98004.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4123,4124,416372,1910,LYNNWOOD                ,BOTHELL                 ,SNOHOMISH,20131225.0,416372,                         ,2009 196TH ST SE APT A304     ,,,,,"GREENLEAF ENVIRONMENTAL, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,4425 164TH ST SW              ,                         ,GREENLEAF ENVIRONMENTAL                      ,6.03347e+15,980876804.0,980128517.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
